variant,dataset,training_seed,split_seed,best_epoch,best_validation_loss,test_loss,roc_auc,pr_auc,accuracy,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives,train_samples,validation_samples,test_samples,parameter_count,batch_size,learning_rate,weight_decay,embedding_dim,num_heads,dropout,threshold,input_dimension,checkpoint
A2_no_semantic_tokenization,PC1,44,42,3,0.2656285240810517,0.28215506231343307,0.6874298540965208,0.16068902798188509,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,1857,32,0.001,0.0001,32,0,0.1,0.5,21,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a2_no_semantic_tokenization_pc1_seed44_best.pt
A2_no_semantic_tokenization,PC1,45,42,3,0.2570730933581876,0.2758384385594615,0.6955667789001122,0.17705356635878897,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,1857,32,0.001,0.0001,32,0,0.1,0.5,21,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a2_no_semantic_tokenization_pc1_seed45_best.pt
A2_no_semantic_tokenization,PC1,46,42,3,0.2542965567251395,0.27067667342446466,0.7199775533108866,0.26750228005977583,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,1857,32,0.001,0.0001,32,0,0.1,0.5,21,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a2_no_semantic_tokenization_pc1_seed46_best.pt
A3_single_head_attention,CM1,42,42,43,0.28524171170734225,0.3009487924121675,0.7842105263157895,0.25563238687104384,0.8952380952380953,0.4,0.2,0.26666666666666666,92,3,8,2,309,84,105,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_cm1_seed42_best.pt
A3_single_head_attention,CM1,43,42,29,0.29081939515613375,0.286443551381429,0.8021052631578948,0.29298953543681616,0.8857142857142857,0.0,0.0,0.0,93,2,10,0,309,84,105,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_cm1_seed43_best.pt
A3_single_head_attention,CM1,44,42,40,0.27165702411106657,0.2989627134232294,0.7768421052631579,0.24298391458165897,0.8952380952380953,0.3333333333333333,0.1,0.15384615384615383,93,2,9,1,309,84,105,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_cm1_seed44_best.pt
A3_single_head_attention,CM1,45,42,33,0.26444623867670697,0.33681037312462214,0.7736842105263158,0.24006260713729158,0.8761904761904762,0.2,0.1,0.13333333333333333,91,4,9,1,309,84,105,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_cm1_seed45_best.pt
A3_single_head_attention,CM1,46,42,16,0.29545245851789204,0.2877023923964728,0.7589473684210526,0.23743616287094546,0.8761904761904762,0.0,0.0,0.0,92,3,10,0,309,84,105,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_cm1_seed46_best.pt
A3_single_head_attention,JM1,42,42,17,0.3990307182209677,0.40129612239754675,0.7243354165251455,0.38590875263009927,0.8414585810543004,0.631578947368421,0.11428571428571428,0.19354838709677416,2075,28,372,48,8491,2190,2523,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_jm1_seed42_best.pt
A3_single_head_attention,JM1,43,42,12,0.39875308720216357,0.4049289263740589,0.7160049136154699,0.37609896589916353,0.8422512881490289,0.6527777777777778,0.11190476190476191,0.1910569105691057,2078,25,373,47,8491,2190,2523,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_jm1_seed43_best.pt
A3_single_head_attention,JM1,44,42,20,0.3979157120261562,0.40228762508052895,0.7252677580780292,0.3746721723194375,0.8374950455806579,0.5595238095238095,0.11190476190476191,0.1865079365079365,2066,37,373,47,8491,2190,2523,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_jm1_seed44_best.pt
A3_single_head_attention,JM1,45,42,18,0.39816983764030073,0.4020565553430617,0.7215882073228721,0.3828893465116984,0.8394768133174791,0.6027397260273972,0.10476190476190476,0.17849898580121704,2074,29,376,44,8491,2190,2523,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_jm1_seed45_best.pt
A3_single_head_attention,JM1,46,42,9,0.3987914989255879,0.40381888604050725,0.7230328555578198,0.37351004544296507,0.8378913991280222,0.6341463414634146,0.06190476190476191,0.11279826464208242,2088,15,394,26,8491,2190,2523,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_jm1_seed46_best.pt
A3_single_head_attention,KC1,42,42,8,0.35930976652652513,0.39248798980757044,0.7424657534246576,0.34372266740043006,0.8333333333333334,0.38095238095238093,0.11940298507462686,0.18181818181818182,352,13,59,8,1370,307,432,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc1_seed42_best.pt
A3_single_head_attention,KC1,43,42,7,0.34919797927626567,0.3840799880800424,0.748722142711102,0.3528459718417889,0.8379629629629629,0.4117647058823529,0.1044776119402985,0.16666666666666669,355,10,60,7,1370,307,432,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc1_seed43_best.pt
A3_single_head_attention,KC1,44,42,20,0.3520884198843462,0.39157063900320616,0.7642813330607237,0.33057564301866343,0.8287037037037037,0.3333333333333333,0.1044776119402985,0.15909090909090906,351,14,60,7,1370,307,432,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc1_seed44_best.pt
A3_single_head_attention,KC1,45,42,13,0.3547552125558791,0.3872899106807179,0.7640564301778777,0.3676282079985465,0.8402777777777778,0.42857142857142855,0.08955223880597014,0.14814814814814814,357,8,61,6,1370,307,432,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc1_seed45_best.pt
A3_single_head_attention,KC1,46,42,18,0.35010124818218646,0.3883946615236777,0.7590472296053977,0.3619495003534331,0.8379629629629629,0.4117647058823529,0.1044776119402985,0.16666666666666669,355,10,60,7,1370,307,432,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc1_seed46_best.pt
A3_single_head_attention,KC2,42,42,2,0.46060614874868683,0.3969150911677967,0.8202247191011235,0.5777932587721215,0.8363636363636363,0.7142857142857143,0.23809523809523808,0.35714285714285715,87,2,16,5,346,66,110,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc2_seed42_best.pt
A3_single_head_attention,KC2,43,42,3,0.45935247161171655,0.39671436656605114,0.803370786516854,0.5675056387768311,0.8181818181818182,0.5454545454545454,0.2857142857142857,0.37499999999999994,84,5,15,6,346,66,110,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc2_seed43_best.pt
A3_single_head_attention,KC2,44,42,12,0.4582835038503011,0.3851578864184293,0.8121990369181381,0.5696274232574421,0.8090909090909091,0.5,0.3333333333333333,0.4,82,7,14,7,346,66,110,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc2_seed44_best.pt
A3_single_head_attention,KC2,45,42,12,0.45314213723847363,0.3769814036109231,0.8255751738897806,0.5929869667368226,0.8363636363636363,0.6363636363636364,0.3333333333333333,0.43749999999999994,85,4,14,7,346,66,110,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc2_seed45_best.pt
A3_single_head_attention,KC2,46,42,2,0.4640928904215495,0.39903335788033223,0.8191546281433922,0.5881506547532629,0.8454545454545455,1.0,0.19047619047619047,0.32,89,0,17,4,346,66,110,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_kc2_seed46_best.pt
A3_single_head_attention,PC1,42,42,5,0.26437859306907097,0.2757713198661804,0.6899551066217733,0.2509659724911557,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_pc1_seed42_best.pt
A3_single_head_attention,PC1,43,42,6,0.2630444304331353,0.2759460172167531,0.6735409652076318,0.26497335285444534,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_pc1_seed43_best.pt
A3_single_head_attention,PC1,44,42,4,0.268179268777719,0.27629506932916464,0.6937429854096521,0.2434057647986638,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_pc1_seed44_best.pt
A3_single_head_attention,PC1,45,42,5,0.26585883851985487,0.2770735418630971,0.6853254769921436,0.21908073940153128,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_pc1_seed45_best.pt
A3_single_head_attention,PC1,46,42,3,0.2723063579297554,0.2807062603533268,0.6899551066217733,0.2390685825736389,0.9166666666666666,0.0,0.0,0.0,198,0,18,0,722,171,216,9985,32,0.001,0.0001,32,1,0.1,0.5,8,D:\Projects\software-reliability-hybrid-attention\research_analysis\models\ablation_a3_single_head_attention_pc1_seed46_best.pt
